account_num,customer_name,account_age,num_accounts
C1530663374,Alishba Saunders,2,1
C1180122366,Griffin Hatfield,2,0
C2125269841,Curtis Rayner,4,1
C796756604,Jo Mccoy,5,2
C343170108,Arianna Crowther,8,0
C1807430272,Lorna Gregory,7,0
C2111462181,Miyah Kemp,3,2
C1043796104,Kaylan Donnelly,6,0
C143929038,Poppie Hall,3,2
C982065774,Niall Hunt,6,0
C354764137,Courteney Fitzpatrick,8,2
C328246293,Daphne Browning,3,1
C979049207,Alannah Daugherty,7,2
C1228068224,Ioan Hurst,6,0
C1979961282,Mallory Hansen,5,1
C1613065499,Kiah Cline,7,1
C38489930,Tanisha Cassidy,6,0
C1569330262,Wiktor Duggan,2,1
C891268602,Rhiana Herrera,3,2
C2115589111,Dawson Foster,7,0
C653292129,Preston Gardiner,2,0
C727050829,Nichole Howells,8,1
C1676534432,Angharad Pritchard,3,0
C1474270145,Franky Medrano,5,0
C1922662433,Liyah Scott,4,1
C1981418429,Amal Jarvis,2,2
C2054033212,Jordan-Lee Mendoza,1,2
C1367661099,Mcauley Milner,3,2
C1872941234,Yousef Gaines,4,2
C1237547288,Gurveer Bell,5,1
C1138657523,Kyra Shaw,7,1
C880564001,Aamina Manning,5,1
C1294083676,Sam Castro,3,1
C528190809,Ryley Seymour,6,1
C676665173,Sofia Gould,3,2
C2126940193,Tillie Bolton,3,1
C571101539,Sinead Whittington,6,1
C1633161534,Mazie Wooten,0,1
C1631018495,Priya Pittman,6,0
C737826424,Sharon Parkes,4,2
C1535875885,Elin Clemons,2,0
C2054926467,Colby Cannon,1,1
C561566358,Ismaeel Turner,8,2
C1489504599,Rohit Decker,5,1
C1595782032,Isaak North,5,2
C533622452,Romana Vega,0,1
C904396018,Nadine Power,8,1
C240653058,Lylah Davenport,8,2
C567729281,Sinead Castillo,4,2
C1990156323,Brent Britton,9,0
C788790720,Zayyan Fleming,0,1
C436661284,Meerab Sanchez,2,1
C387258687,Viktoria Coulson,2,0
C788684446,Trinity Ho,7,0
C1034673425,Jonny Cherry,1,2
C1484518113,Imaani Gilliam,6,1
C1697685982,Renee Osborne,9,2
C1125721069,Kris Parkinson,1,1
C606882452,Marcos Duncan,8,1
C1199402854,Carole Amin,4,2
C1409875105,Ioan Rossi,7,2
C1020021920,Ranveer Justice,0,2
C247576438,Milana Hopkins,2,2
C1892463551,Alayna Mcloughlin,1,0
C327584833,Roger Marin,4,1
C1913740360,Simrah Sweeney,7,1
C496512958,Alicia Odling,4,1
C2006005439,Jennie Deacon,3,1
C1403255947,Kristofer Valentine,6,1
C1294248741,Ubaid Parrish,2,2
C1490353715,Kitty Chaney,6,2
C424848797,Trent Chang,7,1
C495471129,Yasmine Kouma,3,2
C1860205951,Gabija Briggs,5,1
C2053841228,Abdi Carlson,2,1
C136108302,Conor Hansen,4,0
C1710905079,Emmie Flynn,1,2
C590078605,Tiah Metcalfe,6,0
C6932197,Jimmy Sosa,8,0
C1495860636,Tyrell Horner,4,2
C1803161368,Tyrese Bautista,4,0
C152349586,Killian Ramirez,2,1
C1122636984,Atticus Millar,2,1
C1960031025,Amy-Leigh Mcneill,7,0
C25734038,Phillipa Gamble,3,2
C237410024,Ariana Sampson,5,2
C1892531480,Libbie Rahman,7,2
C49534413,Carolina Carty,0,1
C1080651718,Asmaa Adkins,2,0
C547566106,Astrid Goff,0,0
C2136614370,Shay Wilks,6,0
C1823955413,Orlaith Whitney,6,2
C99759097,Maciej French,7,0
C1783453623,Mikaeel Thorne,1,2
C516913231,Rayhaan Lister,1,1
C876044393,Sherri Gregory,6,2
C1823212340,Tye Huffman,7,1
C1821549981,Ernie Ramos,4,1
C1237065580,Heena Goodman,2,1
C508661949,Summer-Louise Childs,8,0
C1524462464,Keir Mcculloch,4,2
C472201306,Tyreese Berg,4,2
C1151395471,Aarav Stark,7,0
C1672064808,Ellie Whitfield,1,1
C1393284987,Sia Chandler,8,2
C1985467039,Eddison Vu,5,0
C437475,Dalia Alcock,4,1
C448206835,Teddy Simons,4,1
C1734881808,Savannah Amos,7,1
C271594494,Shoaib Hulme,3,2
C626071701,Keavy Craig,3,1
C1684336663,Bartosz Cole,7,2
C1482861352,Shayan Clegg,6,0
C1653050748,Tamzin Proctor,3,0
C1132068394,Samanta Cleveland,1,0
C774320733,Dakota Mcnamara,4,0
C2089917982,Kloe Mckeown,4,1
C478139104,Aniqa Khan,6,0
C831656273,Nichole Hardin,3,1
C902026984,Cheyanne Vinson,0,1
C1823047135,Effie Lin,6,1
C1433464429,Xavier Beltran,2,2
C1498401570,Zeenat Nixon,2,2
C1103641328,Aaliyah Mcdougall,5,1
C1617265545,Kellan Cullen,3,1
C1045836435,Theodora Kemp,8,0
C400976621,Sameer Dowling,4,1
C1787843859,Nelson Redmond,1,2
C185419891,Zunaira Frank,3,1
C1862321166,Megan Benjamin,7,1
C1722591828,Aiden Naylor,0,1
C163190398,Colm Gordon,8,1
C343592684,Reid Betts,6,1
C827549167,Mujtaba Wade,6,1
C1576513034,Amanah Bruce,7,1
C57525945,Warwick Fraser,4,2
C1016602486,Priscilla Kearns,9,0
C628211188,Elisa Burt,9,2
C2120120147,Hettie Fernandez,5,2
C961615276,Lilly-Grace Pollard,7,0
C992521115,Emily-Jane Doyle,1,2
C663535450,Humairaa Pate,9,1
C1657509754,Teresa Appleton,3,0
C1057161751,Alya Kelly,4,1
C285519210,Cathal Stone,0,2
C1944468301,Elaine Clifford,4,2
C1014071026,Jem Noel,8,2
C1046401236,Adelle Blaese,8,0
C1458675510,Brennan Hardy,1,1
C1731877543,Sakina Lawrence,7,1
C1528168968,Carmel Hernandez,0,1
C379671137,Lester Hopper,8,1
C1568740070,Faisal Alcock,3,0
C551104286,Nabil Spencer,2,1
C1758225177,Rome Palmer,0,1
C1413952420,Sonya Bain,3,2
C1378841761,Dhruv Barr,5,1
C1500512598,Arwen Franco,5,1
C1935274924,Andre Swan,7,1
C64605090,Veer Leon,1,2
C1813410454,Liberty Benjamin,3,2
C1514556391,Mikayla Lim,5,0
C1221741923,Noor Firth,2,0
C28175501,Justin Morris,2,2
C886096689,Nimra Melton,3,1
C1467974048,Lewie Coleman,0,0
C307663451,Raheel Povey,8,0
C1182015948,Jed Kerr,6,0
C246452498,Avaya Mcgowan,4,1
C721863560,Husnain Vu,7,0
C1177148901,Melissa Redfern,3,2
C1672626574,Nazia Mcgill,5,0
C1892771928,Peggy Crouch,7,0
C2023707986,Caleb Beach,0,1
C1494188138,Josiah Turnbull,1,2
C542135392,Taylan Burt,3,1
C149861573,Raveena Henderson,2,0
C851109385,Caprice Rahman,5,0
C1843302718,Oluwatobiloba Delacruz,2,2
C506184257,Simeon Love,5,2
C1300216352,Zaine Henry,7,2
C1372771126,Reyansh Drake,0,2
C151781803,Oskar Mcphee,7,2
C1910857288,Sunil Cantu,7,2
C1593914910,Milli Flores,7,1
C760646911,Arlene Zamora,1,1
C115653836,Ryker Huynh,4,1
C1026553658,Dalia Farmer,1,1
C1347111575,Ishan Tanner,2,1
C187723824,Jennie Hester,4,2
C641691286,Lloyd Cleveland,7,1
C1095583342,Robson Guevara,0,1
C1681552378,Kaan Moreno,6,1
C231989731,Rajan Oconnor,7,1
C2021148063,Emanuel Wills,7,1
C1562669118,Kourtney Wilkins,0,1
C1956642247,Millie Kirkland,5,2
C391463702,Sukhmani Mcdougall,3,2
C1525789217,Charleigh Storey,2,1
C2102001207,Neriah Gilmore,4,2
C589058590,Alishba Saunders,3,1
C467903124,Griffin Hatfield,4,2
C1922896936,Curtis Rayner,1,2
C388551431,Jo Mccoy,6,1
C1057707545,Arianna Crowther,0,1
C919510703,Lorna Gregory,5,1
C522711892,Miyah Kemp,2,1
C1143322349,Kaylan Donnelly,5,1
C1345962703,Poppie Hall,2,0
C1553991340,Niall Hunt,1,1
C326265195,Courteney Fitzpatrick,0,1
C544100739,Daphne Browning,8,2
C854276325,Alannah Daugherty,9,2
C559126422,Ioan Hurst,8,2
C1775420512,Mallory Hansen,5,1
C1050165504,Kiah Cline,3,1
C1818817180,Tanisha Cassidy,2,1
C1205331126,Wiktor Duggan,2,2
C1240016676,Rhiana Herrera,7,0
C1395523773,Dawson Foster,6,2
C1207695710,Preston Gardiner,4,2
C1791032605,Nichole Howells,6,0
C1827192676,Angharad Pritchard,8,1
C156684093,Franky Medrano,2,2
C1478005042,Liyah Scott,3,0
C471180970,Amal Jarvis,9,1
C1640299572,Jordan-Lee Mendoza,1,0
C1577603673,Mcauley Milner,8,2
C772369088,Yousef Gaines,7,2
C301601202,Gurveer Bell,5,1
C1281853983,Kyra Shaw,1,1
C1615264672,Aamina Manning,4,1
C1422714112,Sam Castro,2,2
C580668724,Ryley Seymour,8,1
C1531556319,Sofia Gould,7,1
C472146846,Tillie Bolton,2,0
C1254161863,Sinead Whittington,2,2
C1461257215,Mazie Wooten,2,0
C1755226641,Priya Pittman,6,2
C1920853072,Sharon Parkes,0,1
C1886891676,Elin Clemons,5,2
C1071901619,Colby Cannon,6,0
C581031803,Ismaeel Turner,3,0
C1865470187,Rohit Decker,2,2
C39864640,Isaak North,4,0
C777407608,Romana Vega,8,1
C1191732945,Nadine Power,8,2
C287735431,Lylah Davenport,5,0
C228963439,Sinead Castillo,3,1
C728756246,Brent Britton,1,2
C1525668766,Zayyan Fleming,4,1
C2051611232,Meerab Sanchez,4,2
C1546706639,Viktoria Coulson,6,1
C1242514050,Trinity Ho,5,0
C1137678248,Jonny Cherry,4,1
C96594432,Imaani Gilliam,4,1
C865660178,Renee Osborne,5,0
C206921246,Kris Parkinson,5,2
C1725904428,Marcos Duncan,4,2
C878231139,Carole Amin,5,2
C1555243328,Ioan Rossi,3,1
C1656825247,Ranveer Justice,5,1
C1948679886,Milana Hopkins,6,1
C1436581783,Alayna Mcloughlin,7,0
C1955570516,Roger Marin,4,1
C779034440,Simrah Sweeney,1,0
C1464079293,Alicia Odling,2,1
C61710314,Jennie Deacon,2,2
C1331556370,Kristofer Valentine,5,1
C955505599,Ubaid Parrish,7,2
C1464746372,Kitty Chaney,3,1
C1356246919,Trent Chang,2,1
C1404671279,Yasmine Kouma,2,0
C504561103,Gabija Briggs,1,1
C33570527,Abdi Carlson,2,2
C515938920,Conor Hansen,6,1
C2108273452,Emmie Flynn,7,1
C2119994496,Tiah Metcalfe,7,0
C1557571623,Jimmy Sosa,6,1
C1987377620,Tyrell Horner,6,1
C581100929,Tyrese Bautista,4,0
C767760847,Killian Ramirez,3,2
C886205032,Atticus Millar,5,2
C978799163,Amy-Leigh Mcneill,5,1
C1410894140,Phillipa Gamble,2,2
C582787150,Ariana Sampson,0,2
C815903405,Libbie Rahman,7,2
C68439370,Carolina Carty,9,1
C497983073,Asmaa Adkins,4,0
C300690223,Astrid Goff,2,1
C1665400909,Shay Wilks,4,1
C114559531,Orlaith Whitney,9,1
C1241184277,Maciej French,2,2
C371556236,Mikaeel Thorne,4,1
C2083643423,Rayhaan Lister,2,2
C1143034321,Sherri Gregory,7,1
C2030568021,Tye Huffman,5,1
C1656369221,Ernie Ramos,0,1
C14181307,Heena Goodman,7,1
C1163979541,Summer-Louise Childs,7,0
C1641667861,Keir Mcculloch,2,1
C189565366,Tyreese Berg,6,1
C2078827576,Aarav Stark,0,0
C1787846776,Ellie Whitfield,8,2
C925150096,Sia Chandler,7,2
C689251057,Eddison Vu,8,1
C439679202,Dalia Alcock,9,0
C581486647,Teddy Simons,7,0
C1654094587,Savannah Amos,8,1
C2002799238,Shoaib Hulme,8,2
C979634668,Keavy Craig,7,0
C850958638,Bartosz Cole,9,1
C1056439044,Shayan Clegg,3,0
C760159709,Tamzin Proctor,5,1
C1525055237,Samanta Cleveland,2,0
C506972944,Dakota Mcnamara,4,1
C1754452995,Kloe Mckeown,4,1
C1068773063,Aniqa Khan,1,1
C853075341,Nichole Hardin,5,1
C1380499546,Cheyanne Vinson,8,0
C1612610711,Effie Lin,2,1
C416322179,Xavier Beltran,3,1
C1718792426,Zeenat Nixon,2,0
C9714933,Aaliyah Mcdougall,8,1
C1512109971,Kellan Cullen,5,0
C5112121,Theodora Kemp,5,0
C508269970,Sameer Dowling,5,2
C88328327,Nelson Redmond,8,1
C928103158,Zunaira Frank,5,0
C1023063405,Megan Benjamin,6,0
C1372802818,Aiden Naylor,4,2
C758113930,Colm Gordon,2,0
C1942085027,Reid Betts,5,1
C1584779130,Mujtaba Wade,7,1
C1863515296,Amanah Bruce,4,1
C314771492,Warwick Fraser,9,1
C2098086870,Priscilla Kearns,7,1
C233852178,Elisa Burt,8,1
C1971275760,Hettie Fernandez,3,1
C2146952019,Lilly-Grace Pollard,5,1
C1885867912,Emily-Jane Doyle,4,1
C2139051082,Humairaa Pate,8,2
C1890638994,Teresa Appleton,7,1
C815617196,Alya Kelly,8,1
C3737976,Cathal Stone,5,2
C90292273,Elaine Clifford,7,1
C1933826115,Jem Noel,7,1
C1637577782,Adelle Blaese,5,1
C119282849,Brennan Hardy,1,1
C449822808,Sakina Lawrence,0,1
C365589282,Carmel Hernandez,3,2
C1284098442,Lester Hopper,4,2
C673189187,Faisal Alcock,3,2
C942771559,Nabil Spencer,7,1
C311725690,Rome Palmer,2,2
C1232870776,Sonya Bain,4,0
C1910204163,Dhruv Barr,7,1
C1848939096,Arwen Franco,3,1
C68195016,Andre Swan,6,1
C1069720017,Veer Leon,2,0
C1965557916,Liberty Benjamin,7,1
C956331813,Mikayla Lim,3,1
C1052247420,Noor Firth,8,2
C199329503,Justin Morris,0,1
C371630068,Nimra Melton,4,2
C1872453377,Lewie Coleman,5,2
C1243762708,Raheel Povey,5,2
C2105764938,Jed Kerr,8,0
C1213548460,Avaya Mcgowan,3,2
C890084643,Husnain Vu,7,0
C830477086,Melissa Redfern,7,1
C1647799261,Nazia Mcgill,9,2
C998901309,Peggy Crouch,9,1
C186595045,Caleb Beach,8,1
C1387253208,Josiah Turnbull,6,1
C899111685,Taylan Burt,5,0
C1805660016,Raveena Henderson,2,1
C558400671,Caprice Rahman,6,0
C158801009,Oluwatobiloba Delacruz,7,1
C1673947520,Simeon Love,1,1
C1841686615,Zaine Henry,4,1
C205135231,Reyansh Drake,4,0
C554817465,Oskar Mcphee,4,1
C638518766,Sunil Cantu,5,1
C1258139742,Milli Flores,5,1
C560321707,Arlene Zamora,9,1
C2140898588,Ryker Huynh,9,1
C1297259456,Dalia Farmer,6,2
C1628242023,Ishan Tanner,3,1
C1593084680,Jennie Hester,4,0
C727867010,Lloyd Cleveland,8,0
C577076657,Robson Guevara,7,2
C1394960202,Kaan Moreno,6,1
C1661720039,Rajan Oconnor,5,1
C1533987146,Emanuel Wills,7,1
C1500321780,Kourtney Wilkins,1,2
C899869274,Millie Kirkland,1,2
C1586128778,Sukhmani Mcdougall,2,1
C1877547288,Charleigh Storey,8,2
C257641638,Neriah Gilmore,8,1
C627451005,Alishba Saunders,2,1
C1674661311,Griffin Hatfield,2,2
C1938005794,Curtis Rayner,1,1
C2093474881,Jo Mccoy,3,1
C1680104617,Arianna Crowther,1,1
C627937047,Lorna Gregory,4,2
C1704853566,Miyah Kemp,2,2
C383823787,Kaylan Donnelly,6,1
C1846614763,Poppie Hall,4,2
C1185648203,Niall Hunt,0,1
C14818675,Courteney Fitzpatrick,8,1
C1611348974,Daphne Browning,3,0
C34264652,Alannah Daugherty,2,1
C5092445,Ioan Hurst,7,1
C143751348,Mallory Hansen,2,0
C1686332995,Kiah Cline,5,1
C181814414,Tanisha Cassidy,6,0
C1034327311,Wiktor Duggan,1,1
C1114131846,Rhiana Herrera,3,1
C1168134992,Dawson Foster,6,1
C2104139102,Preston Gardiner,7,1
C1961718033,Nichole Howells,4,1
C1953044087,Angharad Pritchard,4,0
C857010553,Franky Medrano,4,1
C448600616,Liyah Scott,4,0
C88573335,Amal Jarvis,2,0
C966910438,Jordan-Lee Mendoza,2,1
C766136466,Mcauley Milner,3,1
C1597268821,Yousef Gaines,7,2
C1726361113,Gurveer Bell,3,1
C1358847474,Kyra Shaw,7,2
C800041407,Aamina Manning,3,1
C1409112532,Sam Castro,3,1
C71054164,Ryley Seymour,3,0
C638582764,Sofia Gould,0,2
C1950308547,Tillie Bolton,4,1
C1295359081,Sinead Whittington,3,0
C687251464,Mazie Wooten,4,1
C1910491749,Priya Pittman,5,2
C2141744605,Sharon Parkes,1,2
C513761429,Elin Clemons,9,1
C66348462,Colby Cannon,3,0
C209128279,Ismaeel Turner,1,2
C814565761,Rohit Decker,2,0
C1433607373,Isaak North,1,2
C1963645656,Romana Vega,7,1
C1100176029,Nadine Power,1,2
C453562991,Lylah Davenport,2,2
C1448095927,Sinead Castillo,0,1
C1966075071,Brent Britton,0,1
C783488821,Zayyan Fleming,1,1
C1937060646,Meerab Sanchez,0,0
C620195959,Viktoria Coulson,0,2
C783759938,Trinity Ho,5,1
C411802142,Jonny Cherry,6,1
C1111320106,Imaani Gilliam,2,0
C1565967058,Renee Osborne,5,1
C1243911696,Kris Parkinson,3,0
C247184928,Marcos Duncan,2,1
C664700395,Carole Amin,9,2
C1286968216,Ioan Rossi,3,1
C583997448,Ranveer Justice,8,1
C1901525199,Milana Hopkins,7,1
C573872851,Alayna Mcloughlin,8,1
C1123939422,Roger Marin,5,1
C405318481,Simrah Sweeney,5,1
C1585358875,Alicia Odling,7,0
C1486504709,Jennie Deacon,2,1
C1969754956,Kristofer Valentine,2,1
C684154003,Ubaid Parrish,6,1
C55711712,Kitty Chaney,4,0
C156954340,Trent Chang,8,1
C1008561904,Yasmine Kouma,6,0
C774676004,Gabija Briggs,7,2
C1037201686,Abdi Carlson,7,1
C1663141254,Conor Hansen,8,0
C874253820,Emmie Flynn,2,1
C2114676965,Tiah Metcalfe,8,1
C1350561011,Jimmy Sosa,3,1
C1807402813,Tyrell Horner,5,2
C1633989538,Tyrese Bautista,9,2
C878375543,Killian Ramirez,0,1
C1498452883,Atticus Millar,9,1
C2126991912,Amy-Leigh Mcneill,1,1
C148802311,Phillipa Gamble,1,2
C1070050294,Ariana Sampson,6,0
C1819055096,Libbie Rahman,6,1
C980552419,Carolina Carty,6,1
C387505776,Asmaa Adkins,8,0
C1098082328,Astrid Goff,9,0
C340234965,Shay Wilks,2,0
C1204785709,Orlaith Whitney,5,2
C1134388380,Maciej French,3,1
C1436741771,Mikaeel Thorne,0,2
C839404033,Rayhaan Lister,6,2
C607370452,Sherri Gregory,7,2
C99722180,Tye Huffman,0,0
C1510527745,Ernie Ramos,3,2
C1530669727,Heena Goodman,6,1
C1331108878,Summer-Louise Childs,8,2
C917379055,Keir Mcculloch,6,2
C1221676704,Tyreese Berg,0,0
C1735554279,Aarav Stark,2,0
C1421965867,Ellie Whitfield,8,1
C371694173,Sia Chandler,3,1
C1809367960,Eddison Vu,7,1
C508067159,Dalia Alcock,8,1
C1724067349,Teddy Simons,8,2
C1832418971,Savannah Amos,5,1
C745932773,Shoaib Hulme,8,0
C1396320248,Keavy Craig,3,2
C1974623939,Bartosz Cole,3,0
C1801509276,Shayan Clegg,5,0
C865697287,Tamzin Proctor,1,1
C249200083,Samanta Cleveland,4,1
C165128275,Dakota Mcnamara,6,2
C1908839976,Kloe Mckeown,0,2
C271099719,Aniqa Khan,7,1
C1631298894,Nichole Hardin,2,0
C1912973495,Cheyanne Vinson,1,2
C583852441,Effie Lin,4,2
C1269555311,Xavier Beltran,5,1
C1550575634,Zeenat Nixon,5,1
C679046414,Aaliyah Mcdougall,8,2
C1019562230,Kellan Cullen,2,0
C1446762148,Theodora Kemp,0,1
C593341655,Sameer Dowling,8,1
C2088857414,Nelson Redmond,3,1
C1237669315,Zunaira Frank,5,1
C88256198,Megan Benjamin,8,1
C1982708114,Aiden Naylor,7,1
C363172313,Colm Gordon,2,0
C119445056,Reid Betts,9,1
C484728344,Mujtaba Wade,1,1
C691171870,Amanah Bruce,6,0
C1682431013,Warwick Fraser,6,0
C1246101297,Priscilla Kearns,9,0
C546014245,Elisa Burt,4,1
C1053106531,Hettie Fernandez,3,1
C1528622589,Lilly-Grace Pollard,5,1
C1664401624,Emily-Jane Doyle,2,2
C1961704420,Humairaa Pate,8,0
C1210205057,Teresa Appleton,3,0
C68358753,Alya Kelly,3,2
C1138249201,Cathal Stone,7,2
C1057291015,Elaine Clifford,6,0
C1185851895,Jem Noel,8,2
C645794976,Adelle Blaese,6,1
C1043990443,Brennan Hardy,7,0
C1060786847,Sakina Lawrence,0,0
C216577438,Carmel Hernandez,4,0
C1520808879,Lester Hopper,0,2
C877457423,Faisal Alcock,6,1
C1502606003,Nabil Spencer,2,1
C268630105,Rome Palmer,3,1
C1741494589,Sonya Bain,3,0
C309208848,Dhruv Barr,9,0
C355063092,Arwen Franco,5,1
C1012707347,Andre Swan,7,1
C70432899,Veer Leon,1,1
C1443641176,Liberty Benjamin,4,1
C1386612163,Mikayla Lim,7,2
C620462871,Noor Firth,7,2
C256186736,Justin Morris,4,1
C845635028,Nimra Melton,7,0
C83375833,Lewie Coleman,5,1
C575568549,Raheel Povey,7,2
C1293177207,Jed Kerr,5,1
C1318920254,Avaya Mcgowan,2,1
C972540998,Husnain Vu,3,2
C1981924343,Melissa Redfern,5,1
C1369080285,Nazia Mcgill,7,1
C1443422804,Peggy Crouch,1,2
C1032560110,Caleb Beach,2,2
C1171120083,Josiah Turnbull,1,2
C1088170718,Taylan Burt,7,2
C1373072083,Raveena Henderson,7,0
C819132906,Caprice Rahman,2,0
C466262884,Oluwatobiloba Delacruz,0,0
C979490841,Simeon Love,3,2
C1351269492,Zaine Henry,2,0
C2008027686,Reyansh Drake,2,1
C946775567,Oskar Mcphee,4,0
C209391627,Sunil Cantu,9,1
C160920812,Milli Flores,5,0
C2126608090,Arlene Zamora,7,0
C869464531,Ryker Huynh,7,2
C1736264938,Dalia Farmer,5,1
C1442800893,Ishan Tanner,6,2
C553496382,Jennie Hester,5,2
C71681683,Lloyd Cleveland,3,1
C164806893,Robson Guevara,2,1
C656704934,Kaan Moreno,6,0
C1793935907,Rajan Oconnor,8,1
C1085700275,Emanuel Wills,7,0
C1601969632,Kourtney Wilkins,2,1
C1559673372,Millie Kirkland,2,0
C1556766707,Sukhmani Mcdougall,6,1
C801822521,Charleigh Storey,2,0
C275139645,Neriah Gilmore,1,1
C2041127543,Alishba Saunders,3,2
C1997725558,Griffin Hatfield,4,2
C244886962,Curtis Rayner,8,2
C742199288,Jo Mccoy,6,0
C481770130,Arianna Crowther,6,1
C2101325597,Lorna Gregory,7,1
C906065973,Miyah Kemp,1,1
C1913123778,Kaylan Donnelly,7,2
C1463891130,Poppie Hall,3,1
C1460026888,Niall Hunt,4,1
C1794843661,Courteney Fitzpatrick,1,1
C657412979,Daphne Browning,2,1
C2039830472,Alannah Daugherty,3,0
C520474764,Ioan Hurst,7,0
C745358381,Mallory Hansen,1,1
C1904487960,Kiah Cline,8,0
C332151172,Tanisha Cassidy,0,2
C90332066,Wiktor Duggan,2,2
C902427943,Rhiana Herrera,4,1
C1159675750,Dawson Foster,2,0
C662967389,Preston Gardiner,0,0
C1272033405,Nichole Howells,1,2
C2005488238,Angharad Pritchard,8,2
C1605357721,Franky Medrano,1,1
C1477312973,Liyah Scott,2,0
C513413353,Amal Jarvis,6,0
C591211382,Jordan-Lee Mendoza,2,0
C37162128,Mcauley Milner,3,0
C715093362,Yousef Gaines,8,1
C1682716048,Gurveer Bell,4,1
C336141860,Kyra Shaw,6,1
C1082753194,Aamina Manning,5,0
C885186621,Sam Castro,4,1
C467988572,Ryley Seymour,1,1
C1633844381,Sofia Gould,4,1
C1872257073,Tillie Bolton,5,1
C1246132954,Sinead Whittington,1,1
C621942110,Mazie Wooten,1,2
C2006757696,Priya Pittman,5,1
C1168398461,Sharon Parkes,1,2
C1386863459,Elin Clemons,5,1
C665696527,Colby Cannon,7,0
C62505055,Ismaeel Turner,6,1
C1655088254,Rohit Decker,7,2
C187903706,Isaak North,6,0
C1811351040,Romana Vega,2,1
C1017502292,Nadine Power,7,1
C1470148280,Lylah Davenport,2,2
C384030416,Sinead Castillo,1,2
C67557666,Brent Britton,1,2
C737196947,Zayyan Fleming,2,0
C598588779,Meerab Sanchez,4,1
C298893301,Viktoria Coulson,4,2
C1654520666,Trinity Ho,8,1
C950954487,Jonny Cherry,7,2
C199868206,Imaani Gilliam,9,2
C9740045,Renee Osborne,2,2
C224950719,Kris Parkinson,4,1
C831160736,Marcos Duncan,2,1
C1100517919,Carole Amin,2,2
C1142429510,Ioan Rossi,9,1
C866488267,Ranveer Justice,8,1
C848193662,Milana Hopkins,1,0
C1552840327,Alayna Mcloughlin,5,2
C1812291616,Roger Marin,8,0
C1407003104,Simrah Sweeney,0,2
C1894826834,Alicia Odling,8,1
C1318310462,Jennie Deacon,9,1
C1950052389,Kristofer Valentine,7,1
C1588446023,Ubaid Parrish,6,1
C2028160153,Kitty Chaney,2,0
C1467394552,Trent Chang,5,1
C1735520170,Yasmine Kouma,9,2
C1148172078,Gabija Briggs,1,1
C1142006014,Abdi Carlson,8,1
C362417934,Conor Hansen,1,1
C1686386255,Emmie Flynn,7,1
C769354865,Tiah Metcalfe,2,1
C1817615535,Jimmy Sosa,2,0
C698743076,Tyrell Horner,0,1
C2115824028,Tyrese Bautista,5,2
C547160119,Killian Ramirez,5,2
C993640162,Atticus Millar,3,2
C551405440,Amy-Leigh Mcneill,1,1
C1753868052,Phillipa Gamble,4,1
C998101363,Ariana Sampson,7,0
C1968369755,Libbie Rahman,8,2
C1380194466,Carolina Carty,6,1
C841323501,Asmaa Adkins,3,0
C1728457363,Astrid Goff,3,1
C95735296,Shay Wilks,5,2
C2001164060,Orlaith Whitney,6,1
C1776486626,Maciej French,1,2
C1063777791,Mikaeel Thorne,0,1
C478214365,Rayhaan Lister,7,1
C1370665958,Sherri Gregory,4,2
C552015146,Tye Huffman,6,2
C540005572,Ernie Ramos,4,1
C997361164,Heena Goodman,2,0
C2132487943,Summer-Louise Childs,8,0
C1733110667,Keir Mcculloch,4,0
C966416978,Tyreese Berg,6,1
C376961419,Aarav Stark,6,1
C1051589563,Ellie Whitfield,5,1
C1427013366,Sia Chandler,1,0
C2090630781,Eddison Vu,1,1
C156321306,Dalia Alcock,5,1
C813603842,Teddy Simons,3,0
C1807780471,Savannah Amos,8,1
C1934114123,Shoaib Hulme,9,2
C1743437314,Keavy Craig,6,0
C1929848645,Bartosz Cole,7,1
C2037601809,Shayan Clegg,5,1
C1294962407,Tamzin Proctor,0,1
C975069095,Samanta Cleveland,2,2
C1234116451,Dakota Mcnamara,2,1
C712723382,Kloe Mckeown,7,1
C1416013849,Aniqa Khan,7,2
C1075676110,Nichole Hardin,3,2
C1522288781,Cheyanne Vinson,7,1
C477541118,Effie Lin,4,1
C1197641827,Xavier Beltran,2,1
C347035587,Zeenat Nixon,0,0
C720060219,Aaliyah Mcdougall,1,2
C672147662,Kellan Cullen,1,0
C1976233207,Theodora Kemp,6,1
C802425281,Sameer Dowling,5,1
C806609384,Nelson Redmond,5,1
C1851422703,Zunaira Frank,4,1
C1641017828,Megan Benjamin,4,0
C334592911,Aiden Naylor,9,1
C1019397304,Colm Gordon,9,1
C18491840,Reid Betts,9,2
C532986070,Mujtaba Wade,7,2
C124880290,Amanah Bruce,1,1
C767321840,Warwick Fraser,8,1
C2100829870,Priscilla Kearns,5,2
C1199573975,Elisa Burt,4,1
C1280821776,Hettie Fernandez,9,1
C34782860,Lilly-Grace Pollard,9,1
C1071783182,Emily-Jane Doyle,0,0
C2021357462,Humairaa Pate,2,0
C168703427,Teresa Appleton,8,2
C494865616,Alya Kelly,7,2
C844789788,Cathal Stone,7,1
C289304070,Elaine Clifford,8,0
C1793450447,Jem Noel,6,2
C261716431,Adelle Blaese,1,1
C1851947704,Brennan Hardy,1,1
C214853420,Sakina Lawrence,5,2
